DOI,CodeAvailability
10.1038/s41597-022-01799-0,"The code for data processing and analysis was written in Python (version 3.6.9), using ArcPy in an ArcGIS Notebook with ArcGIS Pro (version 2.5.1) 51 . The DigitizeAfrica building footprints 52 used in creating the output index for urban areas in sub-Saharan Africa are available for humanitarian purposes on request from Ecopia ( https://www.ecopiatech.com/ ). Similar datasets for some countries are openly-available, such as Microsoft building footprints or Google Africa Open Buildings. The code used to create the spatial units and calculate the index values described in this paper is available to download from GitHub, in the following repository: https://github.com/heatherchamberlain/SocDistIndex ."
10.1038/s41597-022-01807-3,The source code for the Bioregistry is available at https://github.com/biopragmatics/bioregistry under the MIT License. The source code specific to the version of Bioregistry used in this article (v0.5.132) is archived on Zenodo 40 .
10.1038/s41597-022-01780-x,Python is used for all the analyses and implementations. The code to create the features for each city and to run the baseline experiments is available on our GitHub project ( https://github.com/zhu-xlab/So2Sat-POP ).
10.1038/s41597-022-01831-3,No code was used in this study.
10.1038/s41597-022-01820-6,All custom-written MATLAB scripts used for EEG processing and calculation of neurophysiological measures are included in the ‘code’ folder of the provided dataset.
10.1038/s41597-022-01824-2,"The processing steps to obtain the dataset were carried out in R and Rmarkdown and are reproducible (except for one step of the harmonization of DHS regions and variables that had to be done manually). All the code is available on the git repository of this article: https://gitlab.pik-potsdam.de/belmin/livwelldata-paper . The source code for the companion R package livwelldata is available on the git repository of the package: https://gitlab.pik-potsdam.de/belmin/livwelldata . The following R packages were central to the development of LivWell: tidyverse 41 , knitr 42 , rdhs 27 , DHS.rates 32 and survey 31 ."
10.1038/s41597-022-01822-4,"No custom code was used to generate, process, or analyse the data presented in the manuscript."
10.1038/s41597-022-01840-2,"The stimuli presentation, data preprocessing, and technical validation scripts are available at https://openneuro.org/datasets/ds004301 4 ."
10.1038/s41597-022-01755-y,"Software used for data generation and analyses are described in detail in the methods sections for each data type and in the references cited in those sections. The project utilized iRODS ( https://irods.org ) for data storage and organization and an Oracle relational database for supporting mathematical modeling and deposition of data to public repositories. Our relational database implemented the Scientific Knowledge Extraction from Data (SKED) schema 83 , 84 . An in-house custom tool, xport4sub, was developed to help prepare submissions to pubic repositories. Each public repository’s submission requirements and templates were unique. xport4sub was designed to be configured for a specific repository’s submission templates and to populate those templates automatically from MaHPIC’s relational database. Both the xport4sub tool and the SKED schema are published under MIT license and are available on MaHPIC Github repository ( https://github.com/mahpic/ )."
10.1038/s41597-022-01769-6,The pollution detection algorithm described in Beck et al . 30 to identify and flag periods of primary polluted data in remote atmospheric time series is available at 64 : https://doi.org/10.5281/zenodo.5761101 . The TERN peak fitting tool implemented in Igor Pro used for the analysis of the GC-MS/FID chromatograms is available at https://sites.google.com/site/terninigor/ .
10.1038/s41597-022-01730-7,"The web scraping and data-basing code used in this paper are available from https://github.com/erinlmartin/figshare_geoscrape.git . Instructions for use are available with the code. All data presented in this study are previously published and available on the Figshare repository. DOIs for the data are included within the GEOSCRAPE 22 database hosted with GEOROC at: https://doi.org/10.25625/FWQ7DT . This database will be updated by ELM until 2027. Table S1, SQLite template files 35 and metadata table available from Figshare: https://doi.org/10.6084/m9.figshare.16870603.v3 ."
10.1038/s41597-022-01833-1,"All code used to process the database is publicly available online. References to software are provided in Table 6 . The pipeline to evaluate new candidate tractograms along with the test set is available here: https://github.com/scil-vital/TractoInferno/ , and should be used with the same reference atlas: https://zenodo.org/record/4630660#.YJvmwXVKhdU 62 ."
10.1038/s41597-022-01835-z,SURE 2.0 database is available at Zenodo 3 .
10.1038/s41597-022-01830-4,"COVID-19 SeroHub uses custom code to store manually extracted data without processing. As described above, these data are downloadable by users via spreadsheet or API. Tools for visualizing extracted data were produced using HTML 5.0 and ECMAScript/Javascript and tested with Chrome Browser 90.x, Safari 14.x, and Firefox 88.x. The Apache eCharts 5.1.1 library was used to produce the Studies Map, Interactive Seroprevalence Tool, and Individual Study Page data visualizations. API code was produced using the Python version 3.8 on AWS Lambda, AWS API Gateway, and Elasticsearch 7.9. All code and cloud resources are secured in Federal Information Security Modernization Act (FISMA) compliant environments."
10.1038/s41597-022-01841-1,"This study utilized Mathwork Matlab 2020a to parse and export the ASF/AMC and BVH files. The open-source code used for parsing these files can be obtained from https://github.com/lawrennd/mocap . This study utilized Python 3.7.6 and extended a 17-joint BVH conversion package, video-to-pose3D ( https://github.com/HW140701/VideoTo3dPoseAndBvh ), to generate BVH files. The newly developed package can transform 15 or 20-joint models’ JSON files into BVH files. The developed code can be accessed with the following URL: https://github.com/YUANYUAN2222/GIT_json_to_BVH . Meanwhile, the code could be used to retag and process different datasets (i.e., Resampling and Skeletal structure alignment) is made public on the GitHub ( https://github.com/YUANYUAN2222/Integrated-public-3D-skeleton-form-CML-library ), which allow all readers and potential users to process the source dataset by themselves."
10.1038/s41597-022-01849-7,All the SAR acquisitions were processed by means the commercial software GAMMA© developed by the Swiss corporation GAMMA Remote Sensing AG (see https://www.gamma-rs.ch/ ). Annual updating of CSK InSAR products can be accessed via the INGV Iridium portal or upon request to the corresponding author.
10.1038/s41597-022-01828-y,GPPCY-IN was developed on Google Earth Engine (JavaScript) and calibration/validation was performed in MATLAB in the local system. A code for GPPCY-IN calculation can be found here: https://github.com/Prasun-G/GEE-code-for-Agricultural-GPP-India .
10.1038/s41597-022-01832-2,"All classical and quantum chemical calculations have been performed by using the SMSS 24 , which is a proprietary software package. The solubility predictions have been made by using the AqSolPred 20 , which is a freely accessible tool. In addition, the in-house developed Python scripts that have been used to parse the calculation outputs and to convert them into relational database formats, are openly accessible at https://github.com/ergroup/RedDB ."
10.1038/s41597-022-01845-x,No custom computer codes were generated in this work.
10.1038/s41597-022-01846-w,"We have listed the names and versions of the software used for data analysis. FastQC, version 0.11.3, was used for the quality check of the raw FASTQ sequencing file. https://www.bioinformatics.babraham.ac.uk/projects/fastqc/ . FASTP, version 0.23.1, was used to remove low-quality reads. https://github.com/OpenGene/fastp#per-read-cutting-by-quality-score . PEAT, version 1.2, was used to remove the adaptor sequence. https://github.com/jhhung/PEAT . STAR, version 2.6.1 was used for mapping. https://github.com/alexdobin/STAR . featureCount, SUBREAD, release 1.6.5 was used for expression counting. http://subread.sourceforge.net R package, version 4.0.3, was used for downstream gene analysis. https://www.r-project.org iDEP was used for the identification of DE genes. http://bioinformatics.sdstate.edu/idep/ TCC-GUI tool was used for downstream gene analysis. https://github.com/swsoyee/TCC-GUI ."
10.1038/s41597-022-01847-9,"The data directly describe the patients’ answers given in a numerical format and no analyses were performed, therefore no custom code was necessary to generate or process the data."
10.1038/s41597-022-01842-0,All code for the web server backend and frontend are publicly available for download on GitHub: https://github.com/grimmlab/HeliantHome .The web-application can be accessed via: http://www.helianthome.org .
10.1038/s41597-022-01837-x,"The bioinformatics software used for this study is Partek® Flow® software (Version 10.0.21.0302, Copyright © 2021, Partek Inc., St. Louis, MO, USA) and the link of online REVIGO tool used is: http://revigo.irb.hr/ ."
10.1038/s41597-022-01836-y,"The custom codes used for reading the signals of the database was created in MATLAB R2017b and is freely accessible at Physionet and IEEE Dataport 20 , 21 . To implement the codes, the users will need a MATLAB License • A readme file (readme.txt) with instructions about how to run the code in a 2017b or higher MATLAB version. • A Matlab script (fileread.m) with a simple example about how to read WFDB files and convert them to .mat format. • A text file (MotionSequence.txt) which provides the gesture sequence, and thus can be used to assign class labels to input data. • A Matlab script (feature_extraction.m) allows a simple example to extract frequency features using featiDFTI.m and segmentEMG.m functions. • A Matlab function (featiDFTI.m) for generating frequency division technqiue features from sEMG Data. • A Matlab script (segmentEMG.m) for implementing windowing of sEMG Data."
10.1038/s41597-022-01844-y,"Within the repository, we also provide code for extracting climate data of each subbasin from the Climatic Research Unit at the University of East Anglia ( http://www.cru.uea.ac.uk/ ) and the Global Precipitation Climatology Centre ( https://climatedataguide.ucar.edu/climate-data/gpcc-global-precipitation-climatology-centre ) in the code folder. ♦ The shp folder contains 218 subbasin boundary shp files. ♦ The downloaded input data are stored in 3 nc files with annual average temperature, annual precipitation, and annual potential evaporation data (1901–2019) in yearmean_cru_ts4.04.1901.2019.tmp.dat.nc , yearmean_GPCC_1901–2019_05.nc , and yearmean_cru_ts4.04.1901.2019.pet.dat.nc , respectively. ♦ The code for extracting data from the .nc file to the .xlsx file was written in Python, and extract_tmp-nc_to_xlsx.py , extract_precip-nc_to_xlsx.py , and extract_pet-nc_to_xlsx.py were used to extract temperature, precipitation, and evaporation data, respectively. ♦ The output data will be stored in .xlsx format ( multi_yr_tmp_subbasins6_1901–2019.xlsx , multi_yr_precip_subbasins6_1901–2019.xlsx , multi_yr_pet_subbasins6_1901–2019.xlsx for temperature, precipitation, and potential evaporation data, respectively) in folders tmp_clip_sub6 , precip_clip_sub6 and PET_clip_sub6 after running the code."
10.1038/s41597-022-01861-x,Custom code was not used in the generation of any of the files and data that are available for public access.
10.1038/s41597-022-01854-w,"UATD dataset is published in a figshare repository 19 . Furthermore, the annotation tool OpenSLT is published alongside the dataset, archived as “UATD_OpenSLT.zip”. OpenSLT is developed based on Qt 5.9. The tool worked well on Ubuntu 18.04/20.04 environment during our annotation work. In addition, we provide an example (a small dataset with several sonar image files and corresponding CSV files) with the tool for users to test. The file README.md along with the tool plays the role of guidance for the users."
10.1038/s41597-022-01814-4,NWChem is distributed as open-source under the terms of the Educational Community License version 2.0 ( https://www.nwchem-sw.org ). The RDKit software is freely available under the BSD license ( http://www.rdkit.org ). The Open Babel software is freely available under GNU GPL ( http://openbabel.org/wiki/Main_Page ).
10.1038/s41597-022-01863-9,Codes in developing the lake ice phenology dataset are freely available. Codes of the modified air2water model for lake surface water temperature simulation are available at: https://github.com/Siyu1993/ModifiedModel . Codes for lake ice phenology identification are written using Matlab and are available at: https://github.com/Siyu1993/MatlabCode.git .
10.1038/s41597-022-01839-9,The R code used for the analysis of scATAC-seq data is available on GitHub ( https://github.com/fangli0909/scATAC-seq_sa ).
10.1038/s41597-022-01848-8,The python manufacturing classification code and machine learning samples are available at https://doi.org/10.6084/m9.figshare.19808407 26 .
10.1038/s41597-022-01851-z,"Preprocessing code for the dataset and few-shot learning algorithms to verify its quality can be found here: https://github.com/Brain-Cog-Lab/N-Omniglot . The code uses Python3 and PyTorch platforms, and the Torchvision package version is expected to be higher than 0.8.1. Please refer to the Usage Notes section and ReadMe file to run the code."
10.1038/s41597-022-01864-8,"The data provided in this paper was processed on a desktop computer running Scientific RedHat Linux 6 in the tcsh shell. The open-source conversion programs runpkr00 (available at UNAVCO via Trimble, www.unavco.org ) and TEQC (also available at UNAVCO) were used to convert native receiver file formats to RINEX2.11 files when RINEX2.11 files were not available from surveyors. Vim, an open-source visual editor, was used to edit headers of RINEX2.11 files and to view summary files created during quality checking. Data quality checking was also completed using TEQC. Technical figures in this paper were created using the open-source program Generic Mapping Tools (GMT 26 )."
10.1038/s41597-022-01843-z,"The dataset has been acquired using the Multiple Azure Kinect GUI software, whose source code and the corresponding installer are available at “ https://gitlab.com/roberto.marani/multiple-azure-kinect-gui ”. This software is based on the Azure Kinect Sensor SDK v1.4.1 and Azure Kinect Body Tracking SDK v1.1.2 19 . In particular, the Azure Kinect SDK provides an API to record device data in a Matroska (.mkv) file containing video tracks, IMU samples, and device calibration. In this work, IMU samples are not considered. The Multiple Azure Kinect GUI software processes the Matroska file and returns the different types of data: RGB images, RGB-to-Depth-Aligned (RGB-A) images, Depth images, IR images, and Point Cloud. At the same time, exploiting the Azure Kinect Body Tracking SDK, skeletal data are stored in the corresponding TXT files. Along with the dataset, a Matlab demo code (.m file) is also provided to plot the skeletons onto the corresponding RGB images."
10.1038/s41597-022-01838-w,The code to produce the AOH is derived from code produced by Rondinini et al . 6 . AOH maps are produced reclassifying a base map that contains information on elevation and land cover. The geographical range maps are used to mask the areas outside the distribution of the species. Each species has a reclassification file that indicates which land cover classes and elevations are suitable. To transform the habitat information into land cover we used the translation table 12 . The code is both in GRASS and R.
10.1038/s41597-022-01874-6,"The data production algorithms have been introduced in the manuscript, which were conducted in GEE with simple implementation of water index methods. The code which is used to detect urban waterbody in GEE is available with the dataset at the figshare repository ( https://doi.org/10.6084/m9.figshare.20583558 ) 70 ."
10.1038/s41597-022-01862-w,"The .csv files composing the dataset were extracted directly from Tobii Pro X3–120 Eye Tracker, as well as images such as heatmaps. The original raw-data files and the python code used to generate the .csv files, figures and statistics here are available at Figshare 66 ."
10.1038/s41597-022-01852-y,"Source code is available at https://github.com/gav-sturm/Cellular_Lifespan_Study which includes data preprocessing, modeling, and analysis scripts. We have further included source code of the associated ShinyApp."
10.1038/s41597-022-01859-5,"All software and pipelines used in this study were executed according to the manual and protocols of the published bioinformatic tools. The versions of software have been described in Methods. The parameters of software/programs are as follows: Jellyfish: count -C -m 21. Genomescope: Rscript genomescope-1.0.0/genomescope.R NGS_reads.histo 21 150 NGS_reads.genomescope. Canu: genomeSize = 636 m -nanopore-raw. minimap2: -x map-ont. purge_dups: −2 -T cutoffs -c PB.base.cov. BUSCO: -m prot -f -l eukaryota_odb9. ProtTest: -all-distributions -F -AIC -BIC. Default parameters were used for Porechop, Pilon, Racon, RepeatMasker, RepeatScout, RepeatScout, Augustus, Genemark, Prothint, Braker, hmmsearch, OrthoFinder, MUSCLE and Gblock."
10.1038/s41597-022-01865-7,The image dataset was tagged by using the labelImage 44 graphical tool.
10.1038/s41597-022-01856-8,No custom code was used to generate or process the data described in the manuscript.
10.1038/s41597-022-01826-0,"Figures 4 – 8 were produced in Matlab. Example code and auxiliary functions to (1) reproduce Figs. 4 – 6 and (2) run the automated QC checks on the database are available on GitHub ( https://github.com/EJJudd/SciDataSupplement ). The paleocoordinates used to produce Figs. 7 , 8 were estimated using the plate model of Scotese and Wright 707 , implemented in G-Plates (Version 2.2.0) 729 ."
10.1038/s41597-022-01860-y,"Beyond the raw data files, we have also included code in Python, JavaScript (via the Node.js framework), and Matlab to read the JSON file into a native format (e.g., a Python dictionary)."
10.1038/s41597-022-01774-9,Does not apply.
10.1038/s41597-022-01576-z,The source code to generate the technical analysis has been uploaded to GitHub: https://github.com/BioAITeam/COVID19-Detection/tree/main/Cov-Caldas%20Dataset .
10.1038/s41597-022-01872-8,All of the code used to generate the figures and perform the analyses are included with the public lumos-ncpt-tools repository described above: https://github.com/pauljaffe/lumos-ncpt-tools/tree/v1.1.0 . See the README file for instructions on how to reproduce the figures and analyses. The software underlying the cognitive tasks themselves is proprietary and consequently cannot be shared at this time.
10.1038/s41597-022-01853-x,"The following open access software and versions were used for quality control and data analysis as described in the main text: 1. FastQC, version 0.11.5 was used for quality analysis of raw FASTQ sequencing data: http://www.bioinformatics.babraham.ac.uk/projects/fastqc/ 2. MultiQC, version 1.11 was used to aggregate and visualize FastQC and HISAT2 data outputs: https://multiqc.info/ 3. HISAT2-index-align, version 2.2.1 was used to index and align sequencing reads to the human hg38 genome: http://daehwankimlab.github.io/hisat2/ 4. featureCounts, version 2.0.3 was used to assign sequence reads to features in the human genome: http://subread.sourceforge.net/ 5. DESeq2, version 1.36 was used to quantify differentially expressed transcripts across various time points and replicates: http://www.bioconductor.org/packages/release/bioc/html/DESeq2.html All code and scripts used for quality assessment and data analysis in this study is available at: https://github.com/WahlinLab/Organoid_RNAseq_SciData22 ."
10.1038/s41597-022-01866-6,The version and parameters of all of the bioinformatics tools used in this work are described in the Methods section.
10.1038/s41597-022-01875-5,"In order to facilitate future users of this dataset to get familiarized with the images, we have released the following ISLES 2022 Github repository: https://github.com/ezequieldlrosa/isles22 . The repository contains scripts to read the images, visualize them, and to quantify the algorithmic results performance with the same metrics used in the challenge to rank participants. Besides, we have also released the image container that is used during the challenge in order to evaluate the participants’ algorithm submissions ( https://github.com/ezequieldlrosa/isles22_docker_evaluation )."
10.1038/s41597-022-01871-9,WGS: https://gitlab.com/smlce/unideb_wgs RNA-seq: https://gitlab.com/smlce/unideb_rna-seq ChIP-seq: https://gitlab.com/smlce/unideb_chip-seq
10.1038/s41597-022-01867-5,The images data are available at Figshare repository 15 and data augmentation code are available using OpenCV library. Data annotation tool using LabelImg is available online 16 .
10.1038/s41597-022-01868-4,No specific code was developed for this work. The data analyses were performed according to the manuals and protocols provided by the developers of the corresponding bioinformatics tools that are described in the Methods section together with the versions used.
10.1038/s41597-022-01879-1,These simulations were conducted using PCTRAN-PWR3LP ( https://github.com/thu-inet/NuclearPowerPlantAccidentData/tree/main/Simulator/ ). The data processing step was performed using scripts written in the Python 3.10 programming language. More about this dataset can be found on the dataset’s GitHub page ( https://github.com/thu-inet/NuclearPowerPlantAccidentData ).
10.1038/s41597-022-01877-3,The raw data collected and stored in a MySQL database was then converted to CSV formats using custom scripts in Python 3.8 with the library pandas for data manipulation. All plots supporting the fault descriptions were performed using Plotly library.
10.1038/s41597-022-01869-3,No specific code was generated for analysis of these data.
10.1038/s41597-022-01884-4,"The R code for estimating photosynthetic capacities, calculating the timing and seasonality of precipitation, and extracting soil and vegetation information are available in the open GitHuB repository ( https://github.com/lpice/code-CPTDv2-.git ) The SPLASH code, in four programming languages (C++, FOR- TRAN, Python, and R), is available on an online repository under the GNU Lesser General Public License ( https://bitbucket.org/labprentice/splash )"
10.1038/s41597-022-01888-0,"The codes to construct the GRNWRZ V2.0 data set are available in Figshare 33 . There are two files and a folder: 01_Data Prepare.tbx – Prepare hydrological data, including flow direction and flow accumulation. 02_RNWRZ – Contain Fortran files, which are used to generate the RN and WRZ at levels from 3 to 7. 03_extract_RNWRZ.py – Generate codes for the RN and WRZ. The ArcGIS Model(.tbx) and Python(.py) scripts are run in ArcGIS Pro (v2.4 or above vision). The remaining folder contains all Fortran files. It was compiled by Intel Parallel Studio XE 2018, installed in Visual Studio 2013. All software needs to be installed in the Windows 10 OS."
10.1038/s41597-022-01881-7,The code used for processing this dataset is publicly available in our GitHub repository ( https://github.com/ysuter/gbm-data-longitudinal ). The Python and Bash scripts are available to reproduce and customize the extraction of radiomics features.
10.1038/s41597-022-01892-4,The code used to pre-process the data set is publicly available on GitHub and is accessible through the link: https://github.com/dotlab-brazil/tuberculosis_preprocessing .
10.1038/s41597-022-01873-7,"No code was used to generate this dataset. The codes to reproduce Figs. 1 , 2 , 3 , 4 , and 6 shown in the article are publicly available in the GitHub ( https://github.com/zliangocean/DOPv2021 ). Figure 5 was plotted by using Ocean Data View 36 software ( odv.awi.de )."
10.1038/s41597-022-01857-7,R (4.1.2) was used to generate the PAD-US-AR 48 dataset and results. QGIS (3.18.3) was used to create the maps. Scripts and source data to reproduce results are available on OSF ( https://osf.io/pwdsg/ ).
10.1038/s41597-022-01887-1,"All software used in this study were executed according to the manual and protocols of the published bioinformatic tools. FastQC, version 0.11.3, was used for the quality check of the raw FASTQ sequencing files. https://www.bioinformatics.babraham.ac.uk/projects/fastqc/ . The versions and parameters of the transcriptome assembly and expression analysis software described in the methods section are as follows: Trimmomatic, version 0.36, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:50. Trinity, version 2.4.0, --seqType fq--SS_lib_type RF. hisat2, version 2.2.1.0, --rna-strandness rf –fr. cufflinks, version 2.2.1, --library-type fr-firststrand. htseq-count, version 0.9.1, -s reverse DESeq, version 1.18.0, pvalue < 0.05, |log2FoldChange| >1"
10.1038/s41597-022-01858-6,No code was used in the generation of this data. No code is required to access or analyse this dataset.
10.1038/s41597-022-01669-9,The code developed for the NAPKON public dataset is available as open-source software 30 .
10.1038/s41597-022-01756-x,"The program codes for data cleaning and temporal network reconstruction are shared along the dataset in an open repository. The codes have been developed in Python language using only standard or open licensed packages, and they are shared as iPython notebooks at 26 ."
10.1038/s41597-022-01870-w,"There are download scripts and data loaders available in the repositories https://gitlab.com/matschreiner/Transition1x and https://gitlab.com/matschreiner/QM9x . See the repositories and README for examples and explanations of how to use the scripts and datasets. All electronic structure calculations were computed with the ORCA electronic structure packages, version 5.0.2. All NEB calculations were computed with ASE version 3.22.1. Scripts for calculating, gathering, and filtering data can be found in the Transition1x repository. scripts/neb.py takes reactant, product, output directory, and various optional arguments and runs NEB on the reaction while saving all intermediate calculations in an ASE database in the specified output directory. scripts/combine_dbs.py takes an output path for the HDF5 file and a JSON list of all output directories produced by running the previous script and combines them in the HDF5 file as described in the paper. See the repository for how to install, specific commands, options, and further documentation."
10.1038/s41597-022-01876-4,"GeoModeller GeoModeller is a proprietary software developed by the French Geological Survey (BRGM) in collaboration with Intrepid Geophysics. It has been designed for three-dimensional interpretation and modelling based on the integration of various types of data, such as field observations and geophysical measurements. The calculation of the model is based on geological rules. These rules are defined in a geological pile that manages the relationships between the geological formations to be modelled 54 . Data are associated with formations and faults to constrain their geometry. The modelling of these geological objects relies on the interpolation of the input data. GeoModeller’s interpolation method produces a scalar field where iso-values represent the geological interfaces. The scalar field is interpolated by co-kriging two types of data: (1) 3D points that are the location of observed or interpreted geological interfaces and faults, and (2) orientation data that are 3D vectors representing the dip of geological formations. These two types of data are respectively associated with the iso-values and the gradients of the scalar field to be interpolated 54 , 60 . GeoModeller also enables direct and inverse geophysical calculations to improve and refine the geomodels 61 . For further information, see: https://www.geomodeller.com The GeoModeller version used for this study is the following: GeoModeller Version: 4.0.7 Build Date: May 22, 2019 Build Number: 27eee3dc31ba The default parameters of GeoModeller were used for the interpolation of the geomodel presented in this paper."
10.1038/s41597-022-01878-2,"The code to (1) create the raw CloudSEN12 imagery dataset, (2) download assets associated with each ROI, (3) create the manual annotations, (4) build and deploy cloudApp, (5) generate automatic cloud masking, (6) reproduce all the figures, (7) replicate the technical validation, (8) modify cloudsen12 Python package, and (9) train DL models are available in our GitHub organization https://github.com/cloudsen12/ ."
10.1038/s41597-022-01910-5,No specific script was used in this work. The codes and pipelines used in data processing were all executed according to the manual and protocols of the corresponding bioinformatics software.
10.1038/s41597-022-01855-9,"Code and data splits for baseline algorithms are available at Github, in https://github.com/qccData/qccCorpus ."
10.1038/s41597-022-01883-5,"Code for the spectral identification matching routine as well as the generation of figures for this paper are located on Github: https://github.com/emilymiller/spectra_microplas_reflib 34 . The script “user_instructions.txt” orients users to the spectra processing scripts titled, “cleaning_code.R” and “preprocessing.R”, followed by the spectral matching routine script, “technical_valid_weathered.R”."
10.1038/s41597-022-01894-2,Code for the pyCANON library and each compliance test is available in https://github.com/IFCA/pycanon . The library documentation can be found in https://pycanon.readthedocs.org .
10.1038/s41597-022-01891-5,"The custom awk script for filtering of VCF files is available at e!DAL-PGP and can be accessed here 82 . Custom R codes for phenotypic parameter estimations are included within the respective ‘R_code’ subfolder of each dataset 71 , 72 , 73 , 74 deposited into e!DAL-PGP. In addition, custom R codes to assess the genomic-phenotypic data interoperability and the computation of Roger’s distances as well as their needed inputs and expected outputs were also deposited into e!DAL-PGP and can be accessed here 70 ."
10.1038/s41597-022-01885-3,"The code used to generate the dataset is released under the BSD license and is available at Zenodo 24 . The repository has a directory with invoice templates in DOCX format and another directory with the dictionaries described above. The code of the pipeline was implemented in Python 3. For the first step, we used standard functions for simulating the data, based on the random, time, math, os , and string libraries. We also used the json library for working with JSON files. We used the docxtpl library to replace fields in the DOCX templates with the JSON data in the second step. Internally, this library relies on two packages: python-docx for reading, writing, and creating documents; and jinja2 for managing tags in the template. The DocxTemplate function allows replacing the text between braces with its corresponding value in the JSON file. The result is written in a DOCX file. Finally, this file is converted to PDF using the docx2pdf library. The program can be executed from the command line as python3 main.py . In order to generate the final version of the database, the program was executed in an Intel Core i9 CPU with 14 cores and 32.0 GB RAM, under Windows 10. The size of the database is approximately 30 GB in the disk. Each invoice may have between 2 and 4 pages, and the size of each PDF file on disk is between 160 KB and 1.68 MB. The size of JSON files is between 3 KB and 4 KB. The database contains 135 000 files with six and nine directories in the training and test sets, respectively. The test set has 45 000 invoices in PDF format and the training set has 90 000 files: 30 000 invoices in PDF format; 30 000 annotated invoices in PDF format; and 30 000 JSON files with the value of labels. In the non-distributable database, we have also included annotated invoices and labels for the test set, which amounts to 45 000 PDF and 45 000 JSON files, respectively. Therefore, the total number of files in this version is 225 000 files, which occupy 49.7 GB of disk. Regarding the execution time for the generation of the database, we calculated the average time of each step in the pipeline for each invoice; see Fig. 6 . This average time was calculated after eight runs with 500 invoices. The results in seconds per bill are as follows: • Simulation process: 0.036 s • Generation of the invoice file in DOCX format: 0.544 s • Conversion from DOCX to PDF: 2.053 s Therefore, the average time for creating one invoice was 2.633 seconds. The slowest step was the generation of PDF files (77.98% of the total time), followed by the creation of invoices (20.67%), and, finally, the simulation process (1.35%). The total run time was approximately 197 475 seconds, or 54.85 hours. The process was executed in several batches."
10.1038/s41597-022-01897-z,"The source codes contain various intellectual properties of our team members and we are not at liberty to distribute them. However, institutions may request for their own deployment of the system. Uers may contact the corresponding author (Jie He, email: hejie@ustb.edu.cn, Xiaotong Zhang, email: zxt@ies.ustb.edu.cn) for such requests."
10.1038/s41597-022-01895-1,"The instances of control software that produced DS 1, as well as the source code necessary to execute them–that is, the design methods, the simulator and the dependencies, the configuration files of the missions, together with scripts to compile the sources, generate necessary files, and execute the instances of control software–are available in a public repository 38"
10.1038/s41597-022-01900-7,"Each instrument is controlled either by code developed by the institution operating it or by code developed by the manufacturer and therefore often closed source or not even freely available and bundled with the instrument. Code used in the post-processing of the data has been developed by each institution, compiled in a package, and made available 114 . For the basic acquisition system of the Polar 5 aircraft and the KT-19, Werum Software & Systems AG has developed the software to communicate with the instruments and store the data. MiRAC-A radar, MiRAC-P, and HATPRO have been operated with software of the manufacturer Radiometer Physics GmbH. A LabView program by AWI controls AMALi and Nikon. The cloud particle probes CAS, CDP, CIP, and PIP are operated by a software from the manufacturer Droplet Measurement Technologies (DMT), where as for the 2DS it is Spec. Inc. and a LabView based program for the Polar Nephelometer. The spectral imager data acquisition software was developed by the manufacturer Specim, Spectral Imaging Ltd. Data evaluation was performed using the ENVI image analysis software. SMART is controlled by a LabView based software developed by Enviscope GmbH. The dropsonde system AVAPS has been post-processed with the Atmospheric Sounding Processing ENvironment (ASPEN, Version 3.4.4) 104 , which is publicly available. The ac3airborne package and tools developed within the project are written in python, open source, and publicly available on github 23 ."
10.1038/s41597-022-01917-y,No custom code was generated or used for analysis of the data presented.
10.1038/s41597-022-01906-1,The developed Python code for tagging and labelling the images is available through the Zenodo repository 49 . Another device that can be used for tagging fishes is the public Label Image tool ( https://github.com/tzutalin/labelImg ).
10.1038/s41597-022-01899-x,The entire build process cannot be made publicly available due to the inclusion of sensitive patient information. Our deidentification approach combined rule based approaches with a neural network. The rule based approach is published and publicly available 27 . The neural network is also publicly available and has been described elsewhere 18 . Online documentation describing the database in detail is available online at https://mimic.mit.edu . The source code to generate this documentation is open for contributions 28 .
10.1038/s41597-022-01909-y,MISSING
10.1038/s41597-022-01880-8,"The STATA do-file with codes used to create tables needed for creation of the presented dataset (FCCGD 29 ) from FHD is available at https://doi.org/10.17605/OSF.IO/MJFZ3 . The process of harmonisation and merging of the country’s individual datasets in order to create FHD has been recorded in a STATA do-file and is available upon request from Anna Kurowska. We used STATA 17 for this purpose. Due to country-specific policy restrictions, the FHD cannot be made available to the public."
10.1038/s41597-022-01893-3,"The up-to-date data are available from the general repository of the Ministry of Science of Chile at: https://raw.githubusercontent.com/MinCiencia/Datos-COVID19/master/output/producto33/IndiceDeMovilidad.csv (IM indeces), and https://github.com/MinCiencia/Datos-COVID19/blob/master/output/producto29/Cuarentenas-Activas.csv (quarantines). The code to download the up-to-date data automatically and to reproduce the analysis in our paper is available at 58 ."
10.1038/s41597-022-01882-6,The scripts used in the generation of the SPICE dataset are available online at https://github.com/openmm/spice-dataset . The trained equivariant transformer models and the hyperparameters used to train them are available at https://github.com/openmm/spice-models/tree/main/five-et .
10.1038/s41597-022-01902-5,"No custom code was used to generate or process the data described in the manuscript. Rather, a combination of open software tools was applied. However, the supplementary material published at the repository 34 contains customized SPARQL commands to query the inventory."
