DOI,Date,Kind,Title,Authors,Image URL
10.1038/s41597-022-01860-y,2022-12-07,Data Descriptor,Particle filtration efficiency measured using sodium chloride and polystyrene latex sphere test methods,Timothy A. Sipkens | Joel C. Corbin | Gregory J. Smallwood,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01860-y/MediaObjects/41597_2022_1860_Fig1_HTML.png
10.1038/s41597-022-01774-9,2022-12-07,Data Descriptor,The global spectrum of plant form and function: enhanced species-level trait dataset,Sandra Díaz | Jens Kattge | Gerhard Zotz,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01774-9/MediaObjects/41597_2022_1774_Fig1_HTML.png
10.1038/s41597-022-01576-z,2022-12-07,Data Descriptor,Cov-caldas: A new COVID-19 chest X-Ray dataset from state of Caldas-Colombia,Jesús Alejandro Alzate-Grisales | Alejandro Mora-Rubio | Reinel Tabares-Soto,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01576-z/MediaObjects/41597_2022_1576_Fig1_HTML.png
10.1038/s41597-022-01872-8,2022-12-08,Data Descriptor,"A massive dataset of the NeuroCognitive Performance Test, a web-based cognitive assessment",Paul I. Jaffe | Aaron Kaluszka | Robert J. Schafer,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01872-8/MediaObjects/41597_2022_1872_Fig1_HTML.png
10.1038/s41597-022-01853-x,2022-12-09,Data Descriptor,Bulk RNA sequencing analysis of developing human induced pluripotent cell-derived retinal organoids,Devansh Agarwal | Rian Kuhns | Ray A. Enke,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01853-x/MediaObjects/41597_2022_1853_Fig1_HTML.png
10.1038/s41597-022-01866-6,2022-12-09,Data Descriptor,Mining of novel secondary metabolite biosynthetic gene clusters from acid mine drainage,Ling Wang | Wan Liu | Guoqing Zhang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01866-6/MediaObjects/41597_2022_1866_Fig1_HTML.png
10.1038/s41597-022-01875-5,2022-12-10,Data Descriptor,ISLES 2022: A multi-center magnetic resonance imaging stroke lesion segmentation dataset,Moritz R. Hernandez Petzsche | Ezequiel de la Rosa | Jan S. Kirschke,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01875-5/MediaObjects/41597_2022_1875_Fig1_HTML.png
10.1038/s41597-022-01871-9,2022-12-10,Data Descriptor,Extensive proteome and functional genomic profiling of variability between genetically identical human B-lymphoblastoid cells,Miklós Laczik | Edina Erdős | Bálint László Bálint,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01871-9/MediaObjects/41597_2022_1871_Fig1_HTML.png
10.1038/s41597-022-01867-5,2022-12-10,Data Descriptor,DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript,Daniel Siahaan | Ni Putu Sutramiani | I Wayan Agus Surya Darma,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01867-5/MediaObjects/41597_2022_1867_Fig1_HTML.png
10.1038/s41597-022-01868-4,2022-12-13,Data Descriptor,Gapless genome assembly of East Asian finless porpoise,Denghua Yin | Chunhai Chen | Kai Liu,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01868-4/MediaObjects/41597_2022_1868_Fig1_HTML.png
10.1038/s41597-022-01879-1,2022-12-13,Data Descriptor,An open time-series simulated dataset covering various accidents for nuclear power plants,Ben Qi | Xingyu Xiao | Jiejuan Tong,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01879-1/MediaObjects/41597_2022_1879_Fig1_HTML.png
10.1038/s41597-022-01877-3,2022-12-13,Data Descriptor,The MetroPT dataset for predictive maintenance,Bruno Veloso | Rita P. Ribeiro | Pedro Mota Pereira,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01877-3/MediaObjects/41597_2022_1877_Fig1_HTML.png
10.1038/s41597-022-01869-3,2022-12-14,Data Descriptor,"Marine phytoplankton community data and corresponding environmental properties from eastern Norway, 1896–2020",Elisabeth Lundsør | Evy Rigmor Lømsland | Wenche Eikrem,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01869-3/MediaObjects/41597_2022_1869_Fig1_HTML.png
10.1038/s41597-022-01884-4,2022-12-15,Data Descriptor,The China plant trait database version 2,Han Wang | Sandy P. Harrison | Yanzheng Yang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01884-4/MediaObjects/41597_2022_1884_Fig1_HTML.png
10.1038/s41597-022-01888-0,2022-12-15,Data Descriptor,A data set of global river networks and corresponding water resources zones divisions v2,Denghua Yan | Chenhao Li | Tianling Qin,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01888-0/MediaObjects/41597_2022_1888_Fig1_HTML.png
10.1038/s41597-022-01881-7,2022-12-15,Data Descriptor,The LUMIERE dataset: Longitudinal Glioblastoma MRI with expert RANO evaluation,Yannick Suter | Urspeter Knecht | Mauricio Reyes,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01881-7/MediaObjects/41597_2022_1881_Fig1_HTML.png
10.1038/s41597-022-01892-4,2022-12-15,Data Descriptor,"A Brazilian classified data set for prognosis of tuberculosis, between January 2001 and April 2020",Maicon Herverton Lino Ferreira da Silva Barros | Guto Leoni Santos | Patricia Takako Endo,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01892-4/MediaObjects/41597_2022_1892_Fig1_HTML.png
10.1038/s41597-022-01873-7,2022-12-16,Data Descriptor,A global ocean dissolved organic phosphorus concentration database (DOPv2021),Zhou Liang | Kelly McCabe | Angela N. Knapp,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01873-7/MediaObjects/41597_2022_1873_Fig1_HTML.png
10.1038/s41597-022-01857-7,2022-12-16,Data Descriptor,The PAD-US-AR dataset: Measuring accessible and recreational parks in the contiguous United States,Matthew H. E. M. Browning | Alessandro Rigolon | Peter James,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01857-7/MediaObjects/41597_2022_1857_Fig1_HTML.png
10.1038/s41597-022-01887-1,2022-12-17,Data Descriptor,Comparative transcriptome profiles of four sexually size dimorphic fish,Li-Fei Luo | Zi-Sheng Xu | Ze-Xia Gao,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01887-1/MediaObjects/41597_2022_1887_Fig1_HTML.png
10.1038/s41597-022-01858-6,2022-12-19,Data Descriptor,Datasets of a Multizone Office Building under Different HVAC System Operation Scenarios,Yeobeom Yoon | Sungkyun Jung | Anthony Gehl,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01858-6/MediaObjects/41597_2022_1858_Fig1_HTML.png
10.1038/s41597-022-01669-9,2022-12-21,Analysis,Statistical biases due to anonymization evaluated in an open clinical dataset from COVID-19 patients,Carolin E. M. Koll | Sina M. Hopff | O. Witzke,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01669-9/MediaObjects/41597_2022_1669_Fig1_HTML.png
10.1038/s41597-022-01756-x,2022-12-22,Data Descriptor,Longitudinal data collection to follow social network and language development dynamics at preschool,Sicheng Dai | Hélène Bouchet | Aurélie Nardy,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01756-x/MediaObjects/41597_2022_1756_Fig1_HTML.png
10.1038/s41597-022-01870-w,2022-12-24,Data Descriptor,Transition1x - a dataset for building generalizable reactive machine learning potentials,Mathias Schreiner | Arghya Bhowmik | Ole Winther,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01870-w/MediaObjects/41597_2022_1870_Fig1_HTML.png
10.1038/s41597-022-01876-4,2022-12-24,Data Descriptor,A 3D geomodel of the deep aquifers in the Orléans area of the southern Paris Basin (France),Perrine Mas | Philippe Calcagno | Virginie Hamm,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01876-4/MediaObjects/41597_2022_1876_Fig1_HTML.png
10.1038/s41597-022-01878-2,2022-12-24,Data Descriptor,"CloudSEN12, a global dataset for semantic understanding of cloud and cloud shadow in Sentinel-2",Cesar Aybar | Luis Ysuhuaylas | Luis Gómez-Chova,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01878-2/MediaObjects/41597_2022_1878_Fig1_HTML.png
10.1038/s41597-022-01910-5,2022-12-24,Data Descriptor,Chromosome-level genome assembly of the Siberian chipmunk (Tamias sibiricus),Ran Li | Mingfei Zhang | Xianfeng Yi,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01910-5/MediaObjects/41597_2022_1910_Fig1_HTML.png
10.1038/s41597-022-01855-9,2022-12-24,Data Descriptor,A speech corpus of Quechua Collao for automatic dimensional emotion recognition,Rosa Y. G. Paccotacya-Yanque | Candy A. Huanca-Anquise | Álvaro E. Cuno-Parari,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01855-9/MediaObjects/41597_2022_1855_Fig1_HTML.png
10.1038/s41597-022-01883-5,2022-12-24,Data Descriptor,A Raman spectral reference library of potential anthropogenic and biological ocean polymers,Emily A. Miller | Kevan M. Yamahara | Kyle S. Van Houtan,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01883-5/MediaObjects/41597_2022_1883_Fig1_HTML.png
10.1038/s41597-022-01894-2,2022-12-26,Article,A Python library to check the level of anonymity of a dataset,Judith Sáinz-Pardo Díaz | Álvaro López García,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01894-2/MediaObjects/41597_2022_1894_Fig1_HTML.png
10.1038/s41597-022-01891-5,2022-12-26,Data Descriptor,Large-scale genotyping and phenotyping of a worldwide winter wheat genebank for its use in pre-breeding,Albert W. Schulthess | Sandip M. Kale | Jochen C. Reif,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01891-5/MediaObjects/41597_2022_1891_Fig1_HTML.png
10.1038/s41597-022-01885-3,2022-12-26,Data Descriptor,"IDSEM, an invoices database of the Spanish electricity market",Javier Sánchez | Agustín Salgado | Nelson Monzón,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01885-3/MediaObjects/41597_2022_1885_Fig1_HTML.png
10.1038/s41597-022-01897-z,2022-12-27,Article,A repository for the publication and sharing of heterogeneous materials data,Haiyan Gong | Jie He | Jiawang Wan,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01897-z/MediaObjects/41597_2022_1897_Fig1_HTML.png
10.1038/s41597-022-01895-1,2022-12-29,Analysis,On Using Simulation to Predict the Performance of Robot Swarms,Antoine Ligot | Mauro Birattari,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01895-1/MediaObjects/41597_2022_1895_Fig1_HTML.png
10.1038/s41597-022-01900-7,2022-12-29,Data Descriptor,MOSAiC-ACA and AFLUX - Arctic airborne campaigns characterizing the exit area of MOSAiC,Mario Mech | André Ehrlich | Christiane Voigt,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01900-7/MediaObjects/41597_2022_1900_Fig1_HTML.png
10.1038/s41597-022-01917-y,2022-12-29,Data Descriptor,A transcriptome dataset for gonadectomy-induced changes in rat spinal cord,Shawn Miller Jr. | Juan E. Abrahante | Brendan J. Dougherty,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01917-y/MediaObjects/41597_2022_1917_Fig1_HTML.png
10.1038/s41597-022-01906-1,2023-01-03,Data Descriptor,Image dataset for benchmarking automated fish detection and classification algorithms,Marco Francescangeli | Simone Marini | Jacopo Aguzzi,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01906-1/MediaObjects/41597_2022_1906_Fig1_HTML.png
10.1038/s41597-022-01899-x,2023-01-03,Data Descriptor,"MIMIC-IV, a freely accessible electronic health record dataset",Alistair E. W. Johnson | Lucas Bulgarelli | Roger G. Mark,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01899-x/MediaObjects/41597_2022_1899_Fig1_HTML.png
10.1038/s41597-022-01909-y,2023-01-03,Data Descriptor,Observation based climatology Martian atmospheric waves perturbation Datasets,Jie Zhang | Qianqian Ji | Gangyao Wu,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01909-y/MediaObjects/41597_2022_1909_Fig1_HTML.png
10.1038/s41597-022-01880-8,2023-01-03,Data Descriptor,Familydemic Cross Country and Gender Dataset on work and family outcomes during COVID-19 pandemic,Anna Kurowska | Ilyar Heydari Barardehi | Shirely Gatenio Gabel,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01880-8/MediaObjects/41597_2022_1880_Fig1_HTML.png
10.1038/s41597-022-01893-3,2023-01-03,Data Descriptor,A dataset to assess mobility changes in Chile following local quarantines,Luca Pappalardo | Giuliano Cornacchia | Leo Ferres,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01893-3/MediaObjects/41597_2022_1893_Fig1_HTML.png
10.1038/s41597-022-01882-6,2023-01-04,Data Descriptor,"SPICE, A Dataset of Drug-like Molecules and Peptides for Training Machine Learning Potentials",Peter Eastman | Pavan Kumar Behara | Thomas E. Markland,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01882-6/MediaObjects/41597_2022_1882_Fig1_HTML.png
10.1038/s41597-022-01902-5,2023-01-04,Data Descriptor,A Europe-wide inventory of citizen-led energy action with data from 29 countries and over 10000 initiatives,August Wierling | Valeria Jana Schwanitz | Nahid Zoubin,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01902-5/MediaObjects/41597_2022_1902_Fig1_HTML.png
10.1038/s41597-022-01916-z,2023-01-04,Data Descriptor,Citizen science helps in the study of fungal diversity in New Jersey,Maria Shumskaya | Nina Filippova | Nicholas S. Lorusso,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01916-z/MediaObjects/41597_2022_1916_Fig1_HTML.png
10.1038/s41597-022-01904-3,2023-01-04,Data Descriptor,Global-scale parameters for ecological models,Gianpaolo Coro | Pasquale Bove | Kathleen Kesner-Reyes,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01904-3/MediaObjects/41597_2022_1904_Fig1_HTML.png
10.1038/s41597-022-01920-3,2023-01-04,Data Descriptor,A dataset for plain language adaptation of biomedical abstracts,Kush Attal | Brian Ondov | Dina Demner-Fushman,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01920-3/MediaObjects/41597_2022_1920_Fig1_HTML.png
10.1038/s41597-022-01924-z,2023-01-05,Analysis,Functional group analyses of herpetofauna in South Korea using a large dataset,Jong Yoon Jeon | Dong Kun Lee | Jae Hyun Kim,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01924-z/MediaObjects/41597_2022_1924_Fig1_HTML.png
10.1038/s41597-022-01925-y,2023-01-05,Data Descriptor,Single-nucleus profiling of adult mice sub-ventricular zone after blast-related traumatic brain injury,Manrui Li | Xiameng Chen | Weibo Liang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01925-y/MediaObjects/41597_2022_1925_Fig1_HTML.png
10.1038/s41597-022-01918-x,2023-01-05,Data Descriptor,A benchmark dataset for binary segmentation and quantification of dust emissions from unsealed roads,Asanka De Silva | Rajitha Ranasinghe | Jayantha Kodikara,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01918-x/MediaObjects/41597_2022_1918_Fig1_HTML.png
10.1038/s41597-022-01922-1,2023-01-06,Data Descriptor,"RePP Africa – a georeferenced and curated database on existing and proposed wind, solar, and hydropower plants",Rebecca Peters | Jürgen Berlekamp | Christiane Zarfl,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01922-1/MediaObjects/41597_2022_1922_Fig1_HTML.png
10.1038/s41597-022-01912-3,2023-01-07,Data Descriptor,A large database linking the rumen bacterial composition and milk traits in Lacaune sheep,Guillermo Martinez Boggio | Christel Marie-Etancelin | Annabelle Meynadier,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01912-3/MediaObjects/41597_2022_1912_Fig1_HTML.png
10.1038/s41597-022-01890-6,2023-01-10,Data Descriptor,InvitroSPI and a large database of proteasome-generated spliced and non-spliced peptides,Hanna P. Roetschke | Guillermo Rodriguez-Hernandez | Juliane Liepe,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01890-6/MediaObjects/41597_2022_1890_Fig1_HTML.png
10.1038/s41597-023-01937-2,2023-01-11,Data Descriptor,Chromosome-level haplotype-resolved genome assembly for Takifugu ocellatus using PacBio and Hi-C technologies,Qingmin Zeng | Zhixiong Zhou | Peng Xu,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01937-2/MediaObjects/41597_2023_1937_Fig1_HTML.png
10.1038/s41597-022-01687-7,2023-01-11,Data Descriptor,NeuroLINCS Proteomics: Defining human-derived iPSC proteomes and protein signatures of pluripotency,Andrea D. Matlock | Vineet Vaibhav | Jennifer E. Van Eyk,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01687-7/MediaObjects/41597_2022_1687_Fig1_HTML.png
10.1038/s41597-022-01915-0,2023-01-11,Data Descriptor,A 30-year dataset of CO2 in flowing freshwaters in the United States,Timothy R. Toavs | Caleb T. Hasler | Stephen R. Midway,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01915-0/MediaObjects/41597_2022_1915_Fig1_HTML.png
10.1038/s41597-023-01939-0,2023-01-11,Data Descriptor,Dataset on child vaccination in Brazil from 1996 to 2021,Patricia de Moraes Mello Boccolini | Cristiano Siqueira Boccolini | Ronaldo Fernandes Santos Alves,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01939-0/MediaObjects/41597_2023_1939_Fig1_HTML.png
10.1038/s41597-023-01931-8,2023-01-11,Data Descriptor,A literature-derived dataset on risk factors for dry eye disease,Wanju Yang | Kuiliang Yang | Yiqiao Xing,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01931-8/MediaObjects/41597_2023_1931_Fig1_HTML.png
10.1038/s41597-023-01932-7,2023-01-12,Data Descriptor,A Non-Laboratory Gait Dataset of Full Body Kinematics and Egocentric Vision,Abhishek Sharma | Vijeth Rai | Eric Rombokas,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01932-7/MediaObjects/41597_2023_1932_Fig1_HTML.png
10.1038/s41597-022-01921-2,2023-01-12,Data Descriptor,"GWAS Explorer: an open-source tool to explore, visualize, and access GWAS summary statistics in the PLCO Atlas",Mitchell J. Machiela | Wen-Yi Huang | Neal D. Freedman,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01921-2/MediaObjects/41597_2022_1921_Fig1_HTML.png
10.1038/s41597-022-01719-2,2023-01-12,Data Descriptor,The Dresden Surgical Anatomy Dataset for Abdominal Organ Segmentation in Surgical Data Science,Matthias Carstens | Franziska M. Rinner | Fiona R. Kolbinger,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01719-2/MediaObjects/41597_2022_1719_Fig1_HTML.png
10.1038/s41597-023-01935-4,2023-01-13,Data Descriptor,Interbasin water transfers in the United States and Canada,Md. Abu Bakar Siddik | Kerim E. Dickson | Landon T. Marston,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01935-4/MediaObjects/41597_2023_1935_Fig1_HTML.png
10.1038/s41597-022-01889-z,2023-01-14,Data Descriptor,Satellite-derived multivariate world-wide lake physical variable timeseries for climate studies,Laura Carrea | Jean-François Crétaux | Clément Albergel,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01889-z/MediaObjects/41597_2022_1889_Fig1_HTML.png
10.1038/s41597-023-01938-1,2023-01-14,Data Descriptor,"Eagle-449: A volumetric, whole-brain compilation of brain atlases for vestibular functional MRI research",Jeremy L. Smith | Vishwadeep Ahluwalia | Jason W. Allen,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01938-1/MediaObjects/41597_2023_1938_Fig1_HTML.png
10.1038/s41597-023-01933-6,2023-01-14,Data Descriptor,The database for extracting numerical and visual properties of numerosity processing in the Chinese population,Dazhi Cheng | Zhijun Cui | Xinlin Zhou,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01933-6/MediaObjects/41597_2023_1933_Fig1_HTML.png
10.1038/s41597-022-01903-4,2023-01-17,Data Descriptor,Genome sequencing and assembly of Lathyrus sativus - a nutrient-rich hardy legume crop,Sivasubramanian Rajarammohan | Lovenpreet Kaur | Pramod Kaitheri Kandoth,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01903-4/MediaObjects/41597_2022_1903_Fig1_HTML.png
10.1038/s41597-023-01928-3,2023-01-18,Data Descriptor,Multimodality annotated hepatocellular carcinoma data set including pre- and post-TACE with imaging segmentation,Ahmed W. Moawad | Ali Morshid | Khaled M. Elsayes,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01928-3/MediaObjects/41597_2023_1928_Fig1_HTML.png
10.1038/s41597-022-01905-2,2023-01-18,Data Descriptor,Three Dimensional Lower Extremity Musculoskeletal Geometry of the Visible Human Female and Male,Thor E. Andreassen | Donald R. Hume | Kevin B. Shelburne,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01905-2/MediaObjects/41597_2022_1905_Fig1_HTML.png
10.1038/s41597-023-01936-3,2023-01-19,Data Descriptor,Conductivity experiments for electrolyte formulations and their automated analysis,Fuzhan Rahmanian | Monika Vogler | Helge Sören Stein,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01936-3/MediaObjects/41597_2023_1936_Fig1_HTML.png
10.1038/s41597-022-01911-4,2023-01-19,Data Descriptor,Dataset for Fracture and Impact Toughness of High-Entropy Alloys,Xuesong Fan | Shiyi Chen | Peter K. Liaw,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01911-4/MediaObjects/41597_2022_1911_Fig1_HTML.png
10.1038/s41597-023-01940-7,2023-01-19,Data Descriptor,Chinese diabetes datasets for data-driven machine learning,Qinpei Zhao | Jinhao Zhu | Congrong Wang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01940-7/MediaObjects/41597_2023_1940_Fig1_HTML.png
10.1038/s41597-023-01950-5,2023-01-19,Data Descriptor,"Chromosome-level genome assembly of the Colorado potato beetle, Leptinotarsa decemlineata",Junjie Yan | Chaowei Zhang | Yulin Gao,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01950-5/MediaObjects/41597_2023_1950_Fig1_HTML.png
10.1038/s41597-022-01721-8,2023-01-19,Data Descriptor,MedMNIST v2 - A large-scale lightweight benchmark for 2D and 3D biomedical image classification,Jiancheng Yang | Rui Shi | Bingbing Ni,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01721-8/MediaObjects/41597_2022_1721_Fig1_HTML.png
10.1038/s41597-023-01959-w,2023-01-19,Data Descriptor,Bioclimatic atlas of the terrestrial Arctic,Mika Rantanen | Matti Kämäräinen | Juha Aalto,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01959-w/MediaObjects/41597_2023_1959_Fig1_HTML.png
10.1038/s41597-023-01930-9,2023-01-19,Article,Mobility recorded by wearable devices and gold standards: the Mobilise-D procedure for data standardization,Luca Palmerini | Luca Reggi | Lorenzo Chiari,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01930-9/MediaObjects/41597_2023_1930_Fig1_HTML.png
10.1038/s41597-022-01919-w,2023-01-19,Data Descriptor,The global historical climate database HCLIM,Elin Lundstad | Yuri Brugnara | Stefan Brönnimann,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01919-w/MediaObjects/41597_2022_1919_Fig1_HTML.png
10.1038/s41597-023-01934-5,2023-01-19,Data Descriptor,Aerodynamic characterisation of porous fairings: pressure drop and Laser Doppler Velocimetry measurements,Fabien Méry | Delphine Sebbane,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01934-5/MediaObjects/41597_2023_1934_Fig1_HTML.png
10.1038/s41597-023-01941-6,2023-01-20,Data Descriptor,Deep phenotyping and genomic data from a nationally representative study on dementia in India,Jinkook Lee | Sarah Petrosyan | Aparajit B. Dey,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01941-6/MediaObjects/41597_2023_1941_Fig1_HTML.png
10.1038/s41597-023-01929-2,2023-01-20,Data Descriptor,A 1.2 Billion Pixel Human-Labeled Dataset for Data-Driven Classification of Coastal Environments,Daniel Buscombe | Phillipe Wernette | Nicholas M. Enwright,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01929-2/MediaObjects/41597_2023_1929_Fig1_HTML.png
10.1038/s41597-023-01956-z,2023-01-20,Data Descriptor,CLIMBra - Climate Change Dataset for Brazil,André Simões Ballarin | Jullian Souza Sone | Edson Cezar Wendland,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01956-z/MediaObjects/41597_2023_1956_Fig1_HTML.png
10.1038/s41597-023-01953-2,2023-01-21,Data Descriptor,"A large scale 16S ribosomal RNA gene amplicon dataset of hand, foot and mouth patients and healthy individuals",Xiaoying Guo | Min Yan | Wei Wu,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01953-2/MediaObjects/41597_2023_1953_Fig1_HTML.png
10.1038/s41597-023-01952-3,2023-01-23,Data Descriptor,Establishment of a Chinese critical care database from electronic healthcare records in a tertiary care medical center,Senjun Jin | Lin Chen | Zhongheng Zhang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01952-3/MediaObjects/41597_2023_1952_Fig1_HTML.png
10.1038/s41597-022-01886-2,2023-01-24,Article,Brain Data Standards - A method for building data-driven cell-type ontologies,Shawn Zheng Kai Tan | Huseyin Kir | David Osumi-Sutherland,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01886-2/MediaObjects/41597_2022_1886_Fig1_HTML.png
10.1038/s41597-022-01926-x,2023-01-24,Data Descriptor,A database of synthetic inelastic neutron scattering spectra from molecules and crystals,Yongqiang Cheng | Matthew B. Stone | Anibal J. Ramirez-Cuesta,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-022-01926-x/MediaObjects/41597_2022_1926_Fig1_HTML.png
10.1038/s41597-023-01965-y,2023-01-24,Data Descriptor,An open database on global coal and metal mine production,Simon Jasansky | Mirko Lieber | Victor Maus,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-01965-y/MediaObjects/41597_2023_1965_Fig1_HTML.png
