DOI,DataAvailability
10.1038/s41597-022-01752-1,MISSING
10.1038/s41597-022-01742-3,MISSING
10.1038/s41597-022-01776-7,MISSING
10.1038/s41597-022-01779-4,MISSING
10.1038/s41597-022-01743-2,MISSING
10.1038/s41597-022-01763-y,MISSING
10.1038/s41597-022-01749-w,MISSING
10.1038/s41597-022-01782-9,The data that support the findings of this study are available from the MIMIC-IV database 31 : https://physionet.org/content/mimiciv/1.0/ and MIMIC-IV-ED database 32 : https://physionet.org/content/mimic-iv-ed/1.0/ .
10.1038/s41597-022-01767-8,MISSING
10.1038/s41597-022-01792-7,All data generated or analyzed during this study are included in this article and is referenced in 17 .
10.1038/s41597-022-01746-z,MISSING
10.1038/s41597-022-01753-0,MISSING
10.1038/s41597-022-01787-4,MISSING
10.1038/s41597-022-01764-x,MISSING
10.1038/s41597-022-01786-5,"The screened MSRs are available in a public repository on https://doi.org/10.5281/zenodo.7014609 in various formats: (1) country-level georeferenced maps, showing how the screened MSRs align with load centres, roads and transmission infrastructure within a country’s borders, and how their CFs and estimated LCOEs differ across a country’s territory; (2) Excel files (along with their metadata, including hourly profiles) for screened and pre-screened datasets; and (3) GIS shapefiles for screened datasets 30 ."
10.1038/s41597-022-01783-8,"All sequencing data of DRG tissue/neurons following peripheral nerve injury discussed in this study could be freely retrieved from the public SRA database under accessions: D1 (SRP002416) 19 , 84 , D2 (SRP044030) 17 , 85 , D3 (SRP034868) 29 , 86 , D4 (SRP125336) 23 , 87 , D5 (SRP109547) 26 , 88 , D6 (SRP268785) 11 , 89 , D7 (SRP056393) 27 , 90 , D8 (SRP044619) 13 , 91 , D9 (SRP134051) 20 , 92 , D10 (SRP182089) 18 , 93 , D11 (SRP200823) 28 , 94 , D12 (SRP055201) 4 , 95 , D13 (SRP154895) 10 , 96 , D14 (SRP102543) 12 , 97 , D15 (SRP332955) 15 , 98 , D16 (SRP157873) 22 , 99 , D17 (SRP253717) 21 , 100 , D18 (SRP061708) 14 , 101 , D19 (SRP115543) 25 , 102 , D20 (SRP133622) 24 , 103 , D21 (SRP125336) 23 , 87 . For additional datasets supporting our conclusions: spinal cord injury (OEP000369) 35 , 104 , spinal cord development (SRP168574) 34 , 105 , sciatic nerve (SRP113121) 33 , 106 , single-cell sequencing of DRG neurons (SRP061708) 14 , 101 and culture adult DRG neurons within 24 h after plating and embryonic DRG neurons (SRP055201) 4 , 95 . Uniformly processed gene expression profiles and visualization of genes of this study were easily accessed at our web-based DRGProfile ( http://121.41.67.1:3838/DRGProfile/ ) as well as at the Figshare database 83 . To support data sharing and reusability, all fully processed individual datasets are available in the Figshare 83 . In addition, Supplementary Tables 2 – 9 are also available at the Figshare 83 associated with this article."
10.1038/s41597-022-01794-5,MISSING
10.1038/s41597-022-01800-w,MISSING
10.1038/s41597-022-01745-0,MISSING
10.1038/s41597-022-01804-6,MISSING
10.1038/s41597-022-01801-9,MISSING
10.1038/s41597-022-01759-8,MISSING
10.1038/s41597-022-01810-8,MISSING
10.1038/s41597-022-01791-8,MISSING
10.1038/s41597-022-01802-8,MISSING
10.1038/s41597-022-01748-x,MISSING
10.1038/s41597-022-01806-4,MISSING
10.1038/s41597-022-01768-7,MISSING
10.1038/s41597-022-01558-1,"Curated signatures are available on the HIPC Dashboard website ( http://hipc-dashboard.org ) and GitHub (see Code Availability for details). Files listing all response components for a signature can be downloaded from within individual observations in the Dashboard. The complete set of signature data can be downloaded from the GitHub repository at https://github.com/floratos-lab/hipc-dashboard-pipeline . The data in this paper corresponds to pipeline and data version 1.2.1 in the pipeline GitHub repository 27 . The GitHub repository contains copies of (1) the original curated data sheets, (2) the response components in individual files, one per signature, (3) the response components in the Broad GMT format 8 , and (4) the actual tab-delimited Dashboard load files, in which the complete signature data is fully denormalized into an easy-to-parse format. Further details about the file formats are available on the GitHub project page. R session information for the Dashboard signature pre-processing pipeline is available on GitHub."
10.1038/s41597-022-01771-y,MISSING
10.1038/s41597-022-01775-8,MISSING
10.1038/s41597-022-01790-9,MISSING
10.1038/s41597-022-01789-2,"The CDISC Pilot Project ADaM ADSL, ADTTE, and ADAE datasets were used to support the implementation of the analysis results data model. This data can be found at the PHUSE scripts repository ( https://github.com/phuse-org/phuse-scripts/blob/fa55614d7d178a193cc9b6e74256ea2d8dcf5d80/data/adam/TDF_ADaM_v1.0.zip ) and at the repository supporting this manuscript 15 ."
10.1038/s41597-022-01805-5,Example project data are available on FAIRDOMHub data repository under the project SEEK IDs 161 ( https://fairdomhub.org/projects/161 ) and 252 ( https://fairdomhub.org/projects/252 ).
10.1038/s41597-022-01803-7,"The data used to support the findings is partially (2012–2017) available at https://doi.org/10.14284/547 10 and can be downloaded as a self-contained file (Darwin Core Archive, DwC-A) 10 . As described in the CETUS dataset data descriptor, this includes information about the sampling events (i.e., geographic coordinates, date, protocol, etc.), the occurrences (taxonomical information) and the biological/environmental measurements. These are stored in three separate files: i) Events, ii) Occurrence and iii) ExtendedMeasurementOrFact 9 . The data collected between 2018 and 2019 will be published in the next update of the CETUS dataset."
10.1038/s41597-022-01797-2,MISSING
10.1038/s41597-022-01796-3,MISSING
10.1038/s41597-022-01712-9,Our FAIRified datasets are published at the Materials Data facility: Training_Set 27 and Validation_Set 28 . All FAIRified BraggNN datasets are released in HDF5 format.
10.1038/s41597-022-01793-6,MISSING
10.1038/s41597-022-01809-1,MISSING
10.1038/s41597-022-01823-3,MISSING
10.1038/s41597-022-01766-9,MISSING
10.1038/s41597-022-01772-x,MISSING
10.1038/s41597-022-01808-2,MISSING
10.1038/s41597-022-01762-z,MISSING
10.1038/s41597-022-01784-7,MISSING
10.1038/s41597-022-01795-4,MISSING
10.1038/s41597-022-01818-0,MISSING
10.1038/s41597-022-01815-3,HuBMAP datasets are accessible through the HuBMAP Portal (see https://portal.hubmapconsortium.org ). The HuBMAP metadata that we have processed using the FAIRware workbench can be reviewed at https://fairware.metadatacenter.org/publish-data/index.html .
10.1038/s41597-022-01715-6,MISSING
10.1038/s41597-022-01785-6,MISSING
10.1038/s41597-022-01606-w,"Each data reporting format and all supporting documentation are hosted on our GitHub Community Space 36 and archived in the ESS-DIVE data repository 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 . The supplementary information for this manuscript is also archived in ESS-DIVE 60 , 61 , 62 , 63 , 64 , 65 , 66 , 67 , 68 , 69 , 70 , 71 , 72 , 73 , 74 , 75 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 85 , 86 , 87 , 88 , 89 , 90 , 91 , 92 , 93 , 94 , 95 , 96 , 97 , 98 , 99 , 100 , 101 , 102 , 103 , 104 , 105 , 106 , 107 , 108 , 109 , 110 , 111 , 112 , 113 , 114 , 115 , 116 , 117 , 118 , 119 , 120 , 121 , 122 , 123 , 124 , 125 , 126 , 127 , 128 , 129 , 130 , 131 , 132 , 133 , 134 , 135 , 136 , 137 , 138 , 139 , 140 , 141 , 142 , 143 , 144 , 145 , 146 , 147 ."
10.1038/s41597-022-01825-1,MISSING
10.1038/s41597-022-01798-1,MISSING
10.1038/s41597-022-01821-5,MISSING
10.1038/s41597-022-01834-0,MISSING
10.1038/s41597-022-01819-z,MISSING
10.1038/s41597-022-01817-1,MISSING
10.1038/s41597-022-01812-6,MISSING
10.1038/s41597-022-01813-5,"All the data used in this paper is available through the EpigraphHub platform ( epigraphhub.org/tablemodelview/list/?filters=(schema:(label:switzerland,value:switzerland)) ) and also on GitHub along with source code used in the analyses 13 ."
10.1038/s41597-022-01788-3,MISSING
10.1038/s41597-022-01827-z,MISSING
10.1038/s41597-022-01799-0,MISSING
10.1038/s41597-022-01807-3,All data analyzed during this study are available on GitHub at https://github.com/biopragmatics/bioregistry . The data specific to the version of Bioregistry used in this article (v0.5.132) is archived on Zenodo 40 .
10.1038/s41597-022-01780-x,MISSING
10.1038/s41597-022-01831-3,MISSING
10.1038/s41597-022-01820-6,MISSING
10.1038/s41597-022-01824-2,MISSING
10.1038/s41597-022-01822-4,MISSING
10.1038/s41597-022-01840-2,MISSING
10.1038/s41597-022-01755-y,MISSING
10.1038/s41597-022-01769-6,MISSING
10.1038/s41597-022-01730-7,MISSING
10.1038/s41597-022-01833-1,MISSING
10.1038/s41597-022-01835-z,MISSING
10.1038/s41597-022-01830-4,MISSING
10.1038/s41597-022-01841-1,MISSING
10.1038/s41597-022-01849-7,MISSING
10.1038/s41597-022-01828-y,MISSING
10.1038/s41597-022-01832-2,MISSING
10.1038/s41597-022-01845-x,MISSING
10.1038/s41597-022-01846-w,MISSING
10.1038/s41597-022-01847-9,MISSING
10.1038/s41597-022-01842-0,MISSING
10.1038/s41597-022-01837-x,MISSING
10.1038/s41597-022-01836-y,MISSING
10.1038/s41597-022-01844-y,MISSING
10.1038/s41597-022-01861-x,MISSING
10.1038/s41597-022-01854-w,MISSING
10.1038/s41597-022-01814-4,MISSING
10.1038/s41597-022-01863-9,MISSING
10.1038/s41597-022-01839-9,MISSING
10.1038/s41597-022-01848-8,MISSING
10.1038/s41597-022-01851-z,MISSING
10.1038/s41597-022-01864-8,MISSING
10.1038/s41597-022-01843-z,MISSING
10.1038/s41597-022-01838-w,MISSING
10.1038/s41597-022-01874-6,MISSING
10.1038/s41597-022-01862-w,MISSING
10.1038/s41597-022-01852-y,MISSING
10.1038/s41597-022-01859-5,MISSING
10.1038/s41597-022-01865-7,MISSING
10.1038/s41597-022-01856-8,MISSING
10.1038/s41597-022-01826-0,MISSING
10.1038/s41597-022-01860-y,MISSING
10.1038/s41597-022-01774-9,MISSING
10.1038/s41597-022-01576-z,MISSING
10.1038/s41597-022-01872-8,MISSING
10.1038/s41597-022-01853-x,MISSING
10.1038/s41597-022-01866-6,MISSING
10.1038/s41597-022-01875-5,MISSING
10.1038/s41597-022-01871-9,MISSING
10.1038/s41597-022-01867-5,MISSING
10.1038/s41597-022-01868-4,MISSING
10.1038/s41597-022-01879-1,MISSING
10.1038/s41597-022-01877-3,MISSING
10.1038/s41597-022-01869-3,MISSING
10.1038/s41597-022-01884-4,MISSING
10.1038/s41597-022-01888-0,MISSING
10.1038/s41597-022-01881-7,MISSING
10.1038/s41597-022-01892-4,MISSING
10.1038/s41597-022-01873-7,MISSING
10.1038/s41597-022-01857-7,MISSING
10.1038/s41597-022-01887-1,MISSING
10.1038/s41597-022-01858-6,MISSING
10.1038/s41597-022-01669-9,"A current version of the NAPKON public dataset is released as a CSV file on the NAPKON website ( https://napkon.de/statistik/ ). In addition to the dataset, the homepage offers to explore the dataset in more detail by presenting regularly updated figures of descriptive statistics. The NAPKON dataset used for these analyses is published on Zenodo 29 . The original NAPKON dataset is available from the NAPKON Use and Access Commitee but restrictions apply to the availability of these data, which were used under license for the current study, and so are not publicly available."
10.1038/s41597-022-01756-x,MISSING
10.1038/s41597-022-01870-w,MISSING
10.1038/s41597-022-01876-4,MISSING
10.1038/s41597-022-01878-2,MISSING
10.1038/s41597-022-01910-5,MISSING
10.1038/s41597-022-01855-9,MISSING
10.1038/s41597-022-01883-5,MISSING
10.1038/s41597-022-01894-2,No new data was generated in this work.
10.1038/s41597-022-01891-5,MISSING
10.1038/s41597-022-01885-3,MISSING
10.1038/s41597-022-01897-z,All data are stored in NMDMS ( http://nmdms.ustb.edu.cn/ ). Anyone who register the platform can access these data by querying. The data query page ( http://mged.nmdms.ustb.edu.cn/search/#/NMDMS ) allows users who does not login in to query data. Any registered user can submit and download data on the platform. The description and usage of NMDMS can be seen from YouTube https://youtu.be/vhXIW9hGxwQ or the user manual file (Supplementary material M1) .
10.1038/s41597-022-01895-1,"All 1385 observations of real-world performance and predictions yield by \({P}_{{M}_{A}}\) , \({P}_{{M}_{B}}\) , and by the 1380 models uniformly sampled from the range R of pseudo-reality models are available in a public repository 31 . The data related to the experiment described in the Discussion section is available in a separate public repository 63 . It includes the performance obtained in simulation and in reality, videos of the experimental runs conducted on the physical robots, instances of control software produced and associated source code to evaluate them."
10.1038/s41597-022-01900-7,MISSING
10.1038/s41597-022-01917-y,MISSING
10.1038/s41597-022-01906-1,MISSING
10.1038/s41597-022-01899-x,MISSING
10.1038/s41597-022-01909-y,MISSING
10.1038/s41597-022-01880-8,MISSING
10.1038/s41597-022-01893-3,MISSING
10.1038/s41597-022-01882-6,MISSING
10.1038/s41597-022-01902-5,MISSING
10.1038/s41597-022-01916-z,MISSING
10.1038/s41597-022-01904-3,MISSING
10.1038/s41597-022-01920-3,MISSING
10.1038/s41597-022-01924-z,MISSING
10.1038/s41597-022-01925-y,MISSING
10.1038/s41597-022-01918-x,MISSING
10.1038/s41597-022-01922-1,MISSING
10.1038/s41597-022-01912-3,MISSING
10.1038/s41597-022-01890-6,MISSING
10.1038/s41597-023-01937-2,MISSING
10.1038/s41597-022-01687-7,MISSING
10.1038/s41597-022-01915-0,MISSING
10.1038/s41597-023-01939-0,MISSING
10.1038/s41597-023-01931-8,MISSING
10.1038/s41597-023-01932-7,MISSING
10.1038/s41597-022-01921-2,MISSING
10.1038/s41597-022-01719-2,MISSING
10.1038/s41597-023-01935-4,MISSING
10.1038/s41597-022-01889-z,MISSING
10.1038/s41597-023-01938-1,MISSING
10.1038/s41597-023-01933-6,MISSING
10.1038/s41597-022-01903-4,MISSING
10.1038/s41597-023-01928-3,MISSING
10.1038/s41597-022-01905-2,MISSING
10.1038/s41597-023-01936-3,MISSING
10.1038/s41597-022-01911-4,MISSING
10.1038/s41597-023-01940-7,MISSING
10.1038/s41597-023-01950-5,MISSING
10.1038/s41597-022-01721-8,MISSING
10.1038/s41597-023-01959-w,MISSING
10.1038/s41597-023-01930-9,The dataset containing the example subjects reported in the current study is available in the Zenodo repository “Example subjects for Mobilise-D data standardization” (version 1.0.0 upon article submission) 47 . The repository can be accessed at: https://doi.org/10.5281/zenodo.7185429 .
10.1038/s41597-022-01919-w,MISSING
10.1038/s41597-023-01934-5,MISSING
10.1038/s41597-023-01941-6,MISSING
10.1038/s41597-023-01929-2,MISSING
10.1038/s41597-023-01956-z,MISSING
10.1038/s41597-023-01953-2,MISSING
10.1038/s41597-023-01952-3,MISSING
10.1038/s41597-022-01886-2,All data used in the BDSO is publicly available and can be found in the original papers as well as NeMO archive links available in the ontology. Code and source data used to generate the ontology is publicly available at GitHub ( https://github.com/obophenotype/brain_data_standards_ontologies and https://github.com/JCVenterInstitute/NSForest ). Primary motor cortex taxonomies are also publicly available ( https://github.com/AllenInstitute/MOp_taxonomies_ontology ).
10.1038/s41597-022-01926-x,MISSING
10.1038/s41597-023-01965-y,MISSING
10.1038/s41597-023-01948-z,MISSING
10.1038/s41597-023-01957-y,MISSING
10.1038/s41597-022-01850-0,MISSING
10.1038/s41597-022-01913-2,MISSING
10.1038/s41597-022-01908-z,MISSING
10.1038/s41597-023-01951-4,MISSING
10.1038/s41597-023-01964-z,MISSING
10.1038/s41597-023-01949-y,All data described are available through UK Biobank subject to approval from the UK Biobank access committee. See https://www.ukbiobank.ac.uk/enable-your-research/apply-for-access for further details. Extensive diagnostic plots showing the impact of technical variation and its removal on all biomarkers can be obtained from FigShare 7 at https://doi.org/10.6084/m9.figshare.21546576.v1 .
10.1038/s41597-023-01976-9,MISSING
10.1038/s41597-023-01975-w,MISSING
10.1038/s41597-023-01967-w,MISSING
10.1038/s41597-023-01977-8,MISSING
10.1038/s41597-023-01962-1,MISSING
10.1038/s41597-023-01960-3,MISSING
10.1038/s41597-023-01970-1,MISSING
10.1038/s41597-023-01963-0,MISSING
10.1038/s41597-023-01943-4,MISSING
10.1038/s41597-022-01901-6,MISSING
10.1038/s41597-022-01923-0,MISSING
10.1038/s41597-023-01987-6,MISSING
10.1038/s41597-023-01958-x,MISSING
10.1038/s41597-023-01981-y,MISSING
10.1038/s41597-022-01914-1,MISSING
10.1038/s41597-023-01978-7,MISSING
10.1038/s41597-023-01966-x,MISSING
10.1038/s41597-023-01986-7,MISSING
10.1038/s41597-023-01989-4,MISSING
10.1038/s41597-023-01988-5,MISSING
10.1038/s41597-023-01990-x,MISSING
10.1038/s41597-023-01972-z,"The datasets supporting the results of this article are available in the Data Archive for the BRAIN Initiative (DABI), https://doi.org/10.18120/sr2n-gz34 30 (PI: Walker) and https://doi.org/10.18120/x7mj-am06 32 (PI: Pouratian)."
10.1038/s41597-023-01994-7,"All data have been previously published and are publicly available, as described in the Methods. Supplemental files relating to this analysis are available at Figshare 41 : MAG sources are given in file project_metadata.tsv , accession numbers for MAGs (where available) are given in file MAG_metadata_QF.tsv.gz , accession numbers for RefSeq genomes are given in file RefSeq_genome_metadata_QF.tsv.gz , analysis results for each gene (KEGG ortholog) are given in file KOfam_gene_prevalences_and_biases.tsv.gz , a table of all KOs found per MAG is given as file KOfams_vs_MAGs.tsv.gz and a table of all KOs found per RefSeq genome is given as file KOfams_vs_RefSeq_genomes.tsv.gz ."
10.1038/s41597-022-01898-y,MISSING
10.1038/s41597-023-01961-2,MISSING
10.1038/s41597-022-01811-7,MISSING
10.1038/s41597-023-01983-w,"The results of this analysis are available at the cited HydroShare repository 31 . All data evaluated in this publication are collected by the National Ecological Observation Network and made available through NEON’s web portal. Data was accessed using the loadByProduct function in the R Package neonUtilities 32 . We evaluated the continuous discharge product 15 and Stage-discharge rating curve product 30 for use in various stream ecology analyses. The RELEASE-2022 portions of the evaluation datasets are available at the cited refs. 15 , 30 . The PROVISIONAL portions of the evaluation datasets were accessed on 10/12/2022 from https://data.neonscience.org/data-products/DP4.00130.001 and https://data.neonscience.org/data-products/DP4.00133.001 , however these are no longer available as per NEON policy."
10.1038/s41597-023-01954-1,MISSING
10.1038/s41597-023-01999-2,MISSING
10.1038/s41597-023-02001-9,MISSING
10.1038/s41597-023-02006-4,MISSING
10.1038/s41597-023-01942-5,MISSING
10.1038/s41597-023-02004-6,MISSING
10.1038/s41597-023-01998-3,MISSING
10.1038/s41597-023-01997-4,MISSING
10.1038/s41597-022-01907-0,MISSING
10.1038/s41597-023-01973-y,MISSING
10.1038/s41597-023-02011-7,MISSING
10.1038/s41597-023-02000-w,MISSING
10.1038/s41597-023-01992-9,MISSING
10.1038/s41597-023-01995-6,MISSING
10.1038/s41597-023-01985-8,MISSING
10.1038/s41597-023-01968-9,"All Tables and data associated with this work are available in a Zenodo Dataset at https://zenodo.org/record/7530501 ( https://doi.org/10.5281/zenodo.7530501 ) 41 . The NIAID SysBio Dataset and ComputationalTool schemas are available in the Data Discovery Engine ( https://discovery.biothings.io/view/niaid ), in a Zenodo Dataset https://zenodo.org/record/7530501 ( https://doi.org/10.5281/zenodo.7530501 ), and crosswalks between these schemas and other commonly used schemas are available in File 3. Schema.org-compliant repositories are available in File 1 in https://doi.org/10.5281/zenodo.7530501 (Fig. 1a ). The harvested metadata from 6 selected repositories (Fig. 1b ) is available through the Metadata Crawler API ( https://crawler.biothings.io , https://crawler.biothings.io/api/query ). NIAID Systems Biology Consortium Datasets and ComputationalTools registered on the Data Discovery Engine using the NIAID SysBio schemas are available on the DDE at and within the underlying API, https://discovery.biothings.io/api/dataset/query?q=_meta.guide:(%22/guide/niaid%22%20OR%20%22/guide/niaid/ComputationalTool%22) ). The summary File 5, displaying an overview of these datasets, is available on Zenodo."
10.1038/s41597-023-02003-7,MISSING
10.1038/s41597-023-02019-z,MISSING
10.1038/s41597-023-02014-4,MISSING
10.1038/s41597-023-01982-x,MISSING
10.1038/s41597-023-02008-2,MISSING
10.1038/s41597-023-01955-0,MISSING
10.1038/s41597-023-02013-5,MISSING
10.1038/s41597-023-01996-5,MISSING
10.1038/s41597-023-02015-3,MISSING
10.1038/s41597-023-02005-5,MISSING
10.1038/s41597-023-02032-2,"The data that support the findings of this study are available from the TCGA-BRCA ( https://portal.gdc.cancer.gov/projects/TCGA-BRCA ). The additional validation data in this article were obtained from METABRIC (Breast Cancer, Nature 2012 & Nat Commun 2016) ( http://www.cbioportal.org/datasets ), ICGC ( https://dcc.icgc.org/ ), Krug, Karsten et al . 81 , Proteomic Data Commons ( https://pdc.cancer.gov/pdc/ ) and Gene Expression Omnibus (GEO) with the accession number GSE21653 79 , 89 and GSE58812 80 , 90 . The analysis results associated with this paper is available on Github ( https://github.com/wangliTeam/data-and-code )."
10.1038/s41597-023-02023-3,MISSING
10.1038/s41597-023-02009-1,MISSING
10.1038/s41597-023-02025-1,MISSING
10.1038/s41597-023-02037-x,MISSING
10.1038/s41597-023-02022-4,MISSING
10.1038/s41597-023-01979-6,MISSING
10.1038/s41597-023-02024-2,MISSING
10.1038/s41597-023-02028-y,The SPHN RDF Schema is browsable on the web through https://www.biomedit.ch/rdf/sphn-ontology/sphn/2022/2 and available on git at https://git.dcc.sib.swiss/sphn-semantic-framework/sphn-ontology/-/tree/master/ontology and on Zenodo https://doi.org/10.5281/zenodo.7390281 23 .
10.1038/s41597-023-01947-0,MISSING
10.1038/s41597-023-02002-8,MISSING
10.1038/s41597-023-02016-2,MISSING
10.1038/s41597-023-02031-3,MISSING
10.1038/s41597-023-02007-3,MISSING
10.1038/s41597-023-02035-z,MISSING
10.1038/s41597-023-02044-y,MISSING
10.1038/s41597-023-02059-5,MISSING
10.1038/s41597-023-02042-0,All data presented in this article are available at https://www.ncei.noaa.gov/products/ocean-carbon-acidification-data-system/.
10.1038/s41597-023-02045-x,MISSING
10.1038/s41597-023-01991-w,MISSING
10.1038/s41597-023-02033-1,MISSING
10.1038/s41597-023-02048-8,MISSING
10.1038/s41597-023-02034-0,MISSING
10.1038/s41597-023-02050-0,MISSING
10.1038/s41597-023-01974-x,G raph XAI data resource 28 is hosted on Harvard Dataverse under a persistent identifier https://doi.org/10.7910/DVN/KULOS8 . We have deposited different a number of Shape GG en -generated datasets and real-world graphs at this repository.
10.1038/s41597-023-01971-0,MISSING
10.1038/s41597-023-02043-z,MISSING
10.1038/s41597-023-02040-2,MISSING
10.1038/s41597-023-02012-6,MISSING
10.1038/s41597-023-02021-5,MISSING
10.1038/s41597-023-02030-4,MISSING
10.1038/s41597-023-02020-6,"The four datasets used in this paper are available via Figshare 14 . We provide the split datasets where the sensors, BCG, and PPGBP datasets are split into 5 folds, and the UCI is in 3 folds. The purpose of this is to enable researchers to compare their methods under the same split datasets."
10.1038/s41597-023-02052-y,MISSING
10.1038/s41597-023-02065-7,MISSING
10.1038/s41597-023-02051-z,MISSING
10.1038/s41597-023-02054-w,MISSING
10.1038/s41597-023-02067-5,MISSING
10.1038/s41597-023-02062-w,MISSING
10.1038/s41597-023-02055-9,MISSING
10.1038/s41597-023-02053-x,MISSING
10.1038/s41597-023-02036-y,MISSING
10.1038/s41597-023-02046-w,MISSING
10.1038/s41597-023-02017-1,MISSING
10.1038/s41597-023-02061-x,MISSING
10.1038/s41597-023-02060-y,MISSING
10.1038/s41597-023-02083-5,MISSING
10.1038/s41597-023-02074-6,"Among input data processed in the reanalysis, six datasets were acquired from NCBI GEO (GSE131907 28 , 39 (2020), GSE136246 40 , 41 (2021), GSE148071 42 , 43 (2021), GSE153935 44 , 45 (2020), GSE127465 27 , 48 (2019), GSE119911 49 , 50 (2022)). Dataset referred to as KU_loom was downloaded from resources of the Ku Leuven Laboratory for Functional Epigenetics as “all cells” loom file ( https://gbiomed.kuleuven.be/scRNAseq-NSCLC (2018) 46 , 47 ). Set of samples used in this study is summarized Table 2 . Seurat object of our final scRNA-seq dataset with UMAP embeddings can be found at figshare ( https://doi.org/10.6084/m9.figshare.c.6222221.v3 ) 79 . Associated data, including matrix of raw and normalized counts, and metadata (two levels of cell type annotation, validation dataset prediction scores, QC metrics, patient id, gender, study of origin, tumor subtype and stage) are available under the same figshare project as “RNA_rawcounts_matrix”, “Integrated_normalized_counts”, and “Metadata” files, respectively."
10.1038/s41597-023-01993-8,"The CCF.OWL v2.0.1 is available through the NCBI BioPortal Ontology Browser ( https://bioportal.bioontology.org/ontologies/CCF ). It is findable via https://purl.org/ccf/releases/2.1.0/ccf.owl . A GitHub repository with basic information about working with the ontology can be found at https://github.com/hubmapconsortium/ccf-ontology . N3.js ( https://www.npmjs.com/package/n3 ) is used as a graph database. There are 266,576 triples in the graph database that holds the content of the CCF.OWL v2.0.1. The size of all 53 3D reference objects (GLB files) in HRA v1.2 is 172 MB. CCF.OWL v2.0.1 represents major digital objects of the HRA v1.2, including 26 ASCT+B tables, 54 3D reference objects, and a crosswalk that associates anatomical structures in both. In addition, the data covers landmark organ sets which are used in the tissue registration user interface to facilitate tissue block placement in 3D organ models; these were not published with DOIs, but do appear in the CCF Ontology. CCF Ontology classes and properties are listed in Zenodo Table 1 . Spatial entities representing 53 3D reference organs, 8 extraction sites, and 35 landmark extraction sites for a total of 97 are listed in Zenodo Table 2 . Experimental tissue data comprises 364 tissue blocks or registration sites and links to more than 6,000 datasets, see Zenodo Table 3 27 . Weekly run term and relationship validation reports are available at https://github.com/hubmapconsortium/ccf-validation-tools/tree/master/reports . Documentation and standard operating procedures have been published via the HRA Portal, https://hubmapconsortium.github.io/ccf . The CCF API supports programmatic access to CCF.OWL v2.0.1 data; for exemplary queries see the companion website at https://cns-iu.github.io/ccf.owl-paper-supporting-information . The CCF.OWL v2.0.1 data and API are used in the HuBMAP and GTEx portals, the Registration and the Exploration User Interfaces, 3D mesh-level collision detection, and the HRA Organ Gallery."
10.1038/s41597-023-02088-0,MISSING
10.1038/s41597-023-02068-4,MISSING
10.1038/s41597-023-02010-8,MISSING
10.1038/s41597-023-02047-9,MISSING
10.1038/s41597-023-01984-9,MISSING
10.1038/s41597-023-02063-9,MISSING
10.1038/s41597-023-02041-1,MISSING
10.1038/s41597-023-02089-z,MISSING
10.1038/s41597-023-02079-1,MISSING
10.1038/s41597-023-02091-5,MISSING
10.1038/s41597-023-02077-3,MISSING
10.1038/s41597-023-02075-5,MISSING
10.1038/s41597-023-02093-3,MISSING
10.1038/s41597-023-02056-8,MISSING
10.1038/s41597-023-02090-6,MISSING
10.1038/s41597-023-01946-1,Data are available through either a direct download or through the DataLad backend. Data usage agreement and accessibility depend on the dataset.
10.1038/s41597-023-02095-1,MISSING
10.1038/s41597-023-02049-7,MISSING
10.1038/s41597-023-02107-0,MISSING
10.1038/s41597-023-02076-4,MISSING
10.1038/s41597-023-02085-3,MISSING
10.1038/s41597-023-02071-9,MISSING
10.1038/s41597-023-02108-z,MISSING
10.1038/s41597-023-02073-7,MISSING
10.1038/s41597-023-02038-w,MISSING
10.1038/s41597-023-02096-0,MISSING
10.1038/s41597-023-02111-4,MISSING
10.1038/s41597-023-02097-z,MISSING
10.1038/s41597-023-02086-2,MISSING
10.1038/s41597-023-02113-2,MISSING
10.1038/s41597-023-02110-5,MISSING
10.1038/s41597-023-02109-y,MISSING
10.1038/s41597-023-02101-6,"We expanded the PDBe release pipeline with a process that adds SIFTS annotations to the PDBx/mmCIF files for individual structures in the PDB archive. The scientific community can download these PDBx/mmCIF files from the PDBe entry pages ( https://pdbe.org/7dr0 ) and through direct URLs ( https://www.ebi.ac.uk/pdbe/static/entry/7o9f_updated.cif ), using the PDBe download service ( https://www.ebi.ac.uk/pdbe/download/api ) or from the EMBL-EBI FTP area ( https://ftp.ebi.ac.uk/pub/databases/msd/updated_mmcif/ )."
10.1038/s41597-023-02115-0,MISSING
10.1038/s41597-023-02081-7,MISSING
10.1038/s41597-023-02112-3,MISSING
10.1038/s41597-023-02105-2,MISSING
10.1038/s41597-023-02087-1,MISSING
10.1038/s41597-023-02123-0,MISSING
10.1038/s41597-023-02057-7,MISSING
10.1038/s41597-023-02128-9,MISSING
